PageName,WikidataID,ImageURL
Ostankino Tower,Q181324,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/%D0%9E%D1%81%D1%82%D0%B0%D0%BD%D0%BA%D0%B8%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%B1%D0%B0%D1%88%D0%BD%D1%8F_%D0%B2%D0%B5%D1%87%D0%B5%D1%80%D0%BE%D0%BC.jpg/450px-%D0%9E%D1%81%D1%82%D0%B0%D0%BD%D0%BA%D0%B8%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%B1%D0%B0%D1%88%D0%BD%D1%8F_%D0%B2%D0%B5%D1%87%D0%B5%D1%80%D0%BE%D0%BC.jpg
Prambanan,Q47721,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Prambanan_Temple_Yogyakarta_Indonesia.jpg/450px-Prambanan_Temple_Yogyakarta_Indonesia.jpg
Lahore Fort,Q613720,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Lahore_Fort_view_from_Baradari.jpg/450px-Lahore_Fort_view_from_Baradari.jpg
Broadlands,Q922620,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Broadlands.jpg/450px-Broadlands.jpg
Aga Khan Palace,Q2344976,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Pune_Palace.jpg/450px-Pune_Palace.jpg
30 Hudson Yards,Q15264266,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Hudson_Yards_from_Hudson_Commons_%2895131p%29_%2830_Hudson_Yards%29.jpg/450px-Hudson_Yards_from_Hudson_Commons_%2895131p%29_%2830_Hudson_Yards%29.jpg
House of the Virgin Mary,Q135779,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/House_of_the_Virgin_Mary_%2813951299641%29_%28cropped%29.jpg/450px-House_of_the_Virgin_Mary_%2813951299641%29_%28cropped%29.jpg
Hatfield House,Q19813,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Hatfield_House.jpg/450px-Hatfield_House.jpg
Isabella Stewart Gardner Museum,Q49135,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/IsabellaStewartGardenerMuseumMainLobby.jpg/450px-IsabellaStewartGardenerMuseumMainLobby.jpg
Watergate complex,Q1419538,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/WatergateFromAir.JPG/450px-WatergateFromAir.JPG
Oheka Castle,Q696927,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/OHEKA_CASTLE_exterior_view_2.jpg/450px-OHEKA_CASTLE_exterior_view_2.jpg
Dancing House,Q244816,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Tanzendes_Haus_2023.jpg/450px-Tanzendes_Haus_2023.jpg
Spring Temple Buddha,Q924174,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Spring_Temple_Buddha_1.jpg/450px-Spring_Temple_Buddha_1.jpg
Philadelphia City Hall,Q1138183,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Philadelphia_city_hall.jpg/450px-Philadelphia_city_hall.jpg
The Gherkin,Q191161,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/30_St_Mary_Axe_from_Leadenhall_Street.jpg/450px-30_St_Mary_Axe_from_Leadenhall_Street.jpg
Four Corners Monument,Q3888479,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Four_Corners%2C_NM%2C_reconstructed_monument_in_2010.jpg/450px-Four_Corners%2C_NM%2C_reconstructed_monument_in_2010.jpg
Seagram Building,Q737484,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Seagram_Building_%2835098307116%29.jpg/450px-Seagram_Building_%2835098307116%29.jpg
Sanssouci,Q151330,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Schloss_Sanssouci_2014.jpg/450px-Schloss_Sanssouci_2014.jpg
London Wall,Q60308,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/London_Roman_Wall_-_surviving_section_by_Tower_Hill_gardens_full_section.jpg/450px-London_Roman_Wall_-_surviving_section_by_Tower_Hill_gardens_full_section.jpg
Westminster Cathedral,Q739364,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/WestminsterCathedralFull.jpg/450px-WestminsterCathedralFull.jpg
Watts Towers,Q445256,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Watts-towers.jpg/450px-Watts-towers.jpg
Thiruvalluvar Statue,Q1146547,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Thiruvalluvar_Statue_at_Kanyakumari_02.jpg/450px-Thiruvalluvar_Statue_at_Kanyakumari_02.jpg
Kykuit,Q1049544,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Kykuit%2C_Tarrytown%2C_NY_-_front_facade.JPG/450px-Kykuit%2C_Tarrytown%2C_NY_-_front_facade.JPG
Pattadakal,Q817250,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Pattadakal_000.JPG/450px-Pattadakal_000.JPG
Parthenon (Nashville),Q1467467,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Parthenon_Nashville.png/450px-Parthenon_Nashville.png
Vivekananda Rock Memorial,Q3344887,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/RockMemorial.jpg/450px-RockMemorial.jpg
Dubai Frame,Q20386392,https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/The_Dubai_Frame.jpg/450px-The_Dubai_Frame.jpg
Grand Kremlin Palace,Q1370087,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Grand_Kremlin_Palace%2C_Moscow.jpg/450px-Grand_Kremlin_Palace%2C_Moscow.jpg
Palenque,Q181427,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Palenque_Collage.jpg/450px-Palenque_Collage.jpg
Rosslyn Chapel,Q49642,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Rosslyn_Chapel_%28Mentioned_in_Dan_Brown%27s_DaVinci_Code%29.jpg/450px-Rosslyn_Chapel_%28Mentioned_in_Dan_Brown%27s_DaVinci_Code%29.jpg
Queensboro Bridge,Q125157,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Queensboro_Bridge_from_Manhattan_side.jpg/450px-Queensboro_Bridge_from_Manhattan_side.jpg
Johns Hopkins Hospital,Q1472068,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Johns-hopkins-hospital.jpg/450px-Johns-hopkins-hospital.jpg
Tiwanaku,Q61750,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Slune%C4%8Dn%C3%AD_br%C3%A1na_-_Puerta_del_Sol%2C_Tiwanaku_-_panoramio_%281%29.jpg/450px-Slune%C4%8Dn%C3%AD_br%C3%A1na_-_Puerta_del_Sol%2C_Tiwanaku_-_panoramio_%281%29.jpg
Chaco Culture National Historical Park,Q732463,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Chaco_Canyon_Chetro_Ketl_great_kiva_plaza_NPS.jpg/450px-Chaco_Canyon_Chetro_Ketl_great_kiva_plaza_NPS.jpg
San Agustin Church (Manila),Q1306513,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/San_Agustin_Church_Intramuros_2023-05-28.jpg/450px-San_Agustin_Church_Intramuros_2023-05-28.jpg
Sardis,Q232615,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/The_Bath-Gymnasium_complex_at_Sardis%2C_late_2nd_-_early_3rd_century_AD%2C_Sardis%2C_Turkey_%2817098680002%29.jpg/450px-The_Bath-Gymnasium_complex_at_Sardis%2C_late_2nd_-_early_3rd_century_AD%2C_Sardis%2C_Turkey_%2817098680002%29.jpg
Barabar Caves,Q1311736,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Lomas_Rishi_entrance.jpg/450px-Lomas_Rishi_entrance.jpg
BT Tower,Q797085,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/BT_Tower_%28Seen_From_Conway_Street_-_01%29.jpg/450px-BT_Tower_%28Seen_From_Conway_Street_-_01%29.jpg
La Scala,Q5471,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Milan_-_Scala_-_Facade.jpg/450px-Milan_-_Scala_-_Facade.jpg
Ryman Auditorium,Q931449,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Ryman_Auditorium.jpg/450px-Ryman_Auditorium.jpg
Berlin Victory Column,Q154987,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Berliner_Siegess%C3%A4ule_2012-04.jpg/450px-Berliner_Siegess%C3%A4ule_2012-04.jpg
"Abydos, Egypt",Q192268,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/AbydosFacade.jpg/450px-AbydosFacade.jpg
Qumran,Q223399,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Kumeran4.jpg/450px-Kumeran4.jpg
Nahargarh Fort,Q2723401,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Nahargarh_13.jpg/450px-Nahargarh_13.jpg
Tom's Restaurant,Q2441394,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Tom%27s_Restaurant%2C_NYC.jpg/450px-Tom%27s_Restaurant%2C_NYC.jpg
NATO headquarters,Q12800833,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Brussels_NATO_Headquarters_02.jpg/450px-Brussels_NATO_Headquarters_02.jpg
Nimrud,Q237614,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Iraq%3B_Nimrud_-_Assyria%2C_Lamassu%27s_Guarding_Palace_Entrance.jpg/450px-Iraq%3B_Nimrud_-_Assyria%2C_Lamassu%27s_Guarding_Palace_Entrance.jpg
Heliopolis (ancient Egypt),Q191687,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/CairoObeliskSesostris1.jpg/450px-CairoObeliskSesostris1.jpg
The Big Buddha (Hong Kong),Q528079,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Tian_Tan_Buddha_001.jpg/450px-Tian_Tan_Buddha_001.jpg
Garuda Wisnu Kencana statue,Q12498977,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Garuda-Wisnu-Kencana-Statue.jpg/450px-Garuda-Wisnu-Kencana-Statue.jpg
TWA Flight Center,Q29257,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Ehemaliges_TWA-Terminal_am_John_F._Kennedy_International_Airport_in_New_York.JPG/450px-Ehemaliges_TWA-Terminal_am_John_F._Kennedy_International_Airport_in_New_York.JPG
Aqueduct of Segovia,Q244947,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Aqueduct_of_Segovia_01.jpg/450px-Aqueduct_of_Segovia_01.jpg
Jacob's Well,Q1679519,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Jacob%27s_Well_in_2013.jpg/450px-Jacob%27s_Well_in_2013.jpg
Avebury,Q661855,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Avebury_%28South_Inner_Circle%29%2C_Wiltshire%2C_UK_-_Diliff.jpg/450px-Avebury_%28South_Inner_Circle%29%2C_Wiltshire%2C_UK_-_Diliff.jpg
Marina City,Q653584,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Marina_City%2C_Chicago%2C_Illinois%2C_Estados_Unidos%2C_2012-10-20%2C_DD_01.jpg/450px-Marina_City%2C_Chicago%2C_Illinois%2C_Estados_Unidos%2C_2012-10-20%2C_DD_01.jpg
"Fort Ross, California",Q1278115,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Russian_chapel_at_Fort_Ross_%282016%29.jpg/450px-Russian_chapel_at_Fort_Ross_%282016%29.jpg
Farnsworth House,Q1397013,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Farnsworth_House_by_Mies_Van_Der_Rohe_-_exterior-8.jpg/450px-Farnsworth_House_by_Mies_Van_Der_Rohe_-_exterior-8.jpg
The 42 (Kolkata),Q7711913,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/The_42.jpg/450px-The_42.jpg
Fort Aguada,Q4991900,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Fort_aguada.jpg/450px-Fort_aguada.jpg
First Bank of the United States,Q934187,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/First_Bank_of_the_United_States%2C_Philadelphia%2C_Pennsylvania_LCCN2011633532_%28edited%29.jpg/450px-First_Bank_of_the_United_States%2C_Philadelphia%2C_Pennsylvania_LCCN2011633532_%28edited%29.jpg
Hardwick Hall,Q2526406,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Hardwick_Hall_-_geograph.org.uk_-_962607.jpg/450px-Hardwick_Hall_-_geograph.org.uk_-_962607.jpg
Chevelon Creek Bridge,Q5094435,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Chevelon_Creek_Bridge.jpg/450px-Chevelon_Creek_Bridge.jpg
Airavatesvara Temple,Q3437182,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/A_different_view_of_Airavatesvara_Temple.jpg/450px-A_different_view_of_Airavatesvara_Temple.jpg
Field Museum of Natural History,Q1122595,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Field_Museum_N.jpg/450px-Field_Museum_N.jpg
Sleeping Beauty Castle,Q2746222,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Sleeping_Beauty_Castle_2019.jpg/450px-Sleeping_Beauty_Castle_2019.jpg
Walter Reed Army Medical Center,Q1473658,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Walter_Reed_Army_Hospital%2C_Washington%2C_D.C.%2C_prior_to_its_closing_in_2011.jpg/450px-Walter_Reed_Army_Hospital%2C_Washington%2C_D.C.%2C_prior_to_its_closing_in_2011.jpg
Rakhigarhi,Q3418050,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Rakhigarhi_Harappan_civilization.jpg/450px-Rakhigarhi_Harappan_civilization.jpg
Baiae,Q290097,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Settore_di_Sosandra_20.JPG/450px-Settore_di_Sosandra_20.JPG
22 Bishopsgate,Q18602,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/200207_22_bishopsgate_01_rx_100.jpg/450px-200207_22_bishopsgate_01_rx_100.jpg
Turning Torso,Q206435,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Turning_Torso2.jpg/450px-Turning_Torso2.jpg
"Hickory Hill (McLean, Virginia)",Q13404567,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Hickory_Hill.jpg/450px-Hickory_Hill.jpg
Wentworth Woodhouse,Q7983040,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Wentworth_Woodhouse_East_Front.jpg/450px-Wentworth_Woodhouse_East_Front.jpg
"Plaza Mayor, Madrid",Q1123493,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Plaza_Mayor_de_Madrid_06.jpg/450px-Plaza_Mayor_de_Madrid_06.jpg
23 Wall Street,Q2815111,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/15_Broad_Street_August_2017_02.jpg/450px-15_Broad_Street_August_2017_02.jpg
Fort McHenry,Q1438634,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/FortMcHenryAerialView.jpg/450px-FortMcHenryAerialView.jpg
The Belnord,Q7716483,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Belnord_10th_Av_jeh.jpg/450px-Belnord_10th_Av_jeh.jpg
Heroes' Square (Budapest),Q299973,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/HUN-2015-Budapest-Heroes%E2%80%99_Square.jpg/450px-HUN-2015-Budapest-Heroes%E2%80%99_Square.jpg
Australia 108,Q4823550,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Australia_108%2C_in_2020.png/450px-Australia_108%2C_in_2020.png
Inveraray Castle,Q1671720,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Inveraray_Castle_-_south-west_facade.jpg/450px-Inveraray_Castle_-_south-west_facade.jpg
Zócalo,Q1348507,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Z%C3%B3calo%2C_Ciudad_de_M%C3%A9xico_%2832846556446%29_%28cropped%29.jpg/450px-Z%C3%B3calo%2C_Ciudad_de_M%C3%A9xico_%2832846556446%29_%28cropped%29.jpg
"Side, Turkey",Q152405,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Sunrise_apollo_side.jpg/450px-Sunrise_apollo_side.jpg
Metropolitan Life Insurance Company Tower,Q652452,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Metropolitan_Life_Insurance_Co_Bldg_01.jpg/450px-Metropolitan_Life_Insurance_Co_Bldg_01.jpg
Temple Church,Q1429312,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Temple_Church%2C_Temple%2C_London_EC4_%282%29.jpeg/450px-Temple_Church%2C_Temple%2C_London_EC4_%282%29.jpeg
World One,Q507939,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Lodha_world_tower_2.0.jpg/450px-Lodha_world_tower_2.0.jpg
Monte Albán,Q464899,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Monte_Alban_West_Side_Platform.jpg/450px-Monte_Alban_West_Side_Platform.jpg
Timgad,Q459629,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Timgad_%2815685889550%29.jpg/450px-Timgad_%2815685889550%29.jpg
Obelisco de Buenos Aires,Q831389,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Buenos_Aires_%2820234294752%29.jpg/450px-Buenos_Aires_%2820234294752%29.jpg
Massachusetts State House,Q1150259,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Massachusetts_State_House_Boston_November_2016.jpg/450px-Massachusetts_State_House_Boston_November_2016.jpg
Hotel del Coronado,Q1631096,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Hotel_Del_Coronado_Drone_Picture_Turf_Lawn.jpg/450px-Hotel_Del_Coronado_Drone_Picture_Turf_Lawn.jpg
Ara Pacis,Q623612,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Ara_Pacis_%28SW%29.jpg/450px-Ara_Pacis_%28SW%29.jpg
"Union Square, Manhattan",Q110007,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/1_new_york_city_union_square_2010.JPG/450px-1_new_york_city_union_square_2010.JPG
Rainbow Bridge (Texas),,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/RainbowBridge_%28Texas%29.jpg/450px-RainbowBridge_%28Texas%29.jpg
Jefferson Memorial,Q326183,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Jefferson_Memorial_At_Dusk_1.jpg/450px-Jefferson_Memorial_At_Dusk_1.jpg
CBS Building,Q2640560,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/CBS_Building_Mar_2021_35.jpg/450px-CBS_Building_Mar_2021_35.jpg
Q1 (building),Q125846,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Q1_Tower_by_Night.jpg/450px-Q1_Tower_by_Night.jpg
Golden Buddha (statue),Q2529957,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Golden_buddha.jpg/450px-Golden_buddha.jpg
Royal Ontario Museum,Q649250,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Royal_Ontario_Museum_in_Fall_2021.jpg/450px-Royal_Ontario_Museum_in_Fall_2021.jpg
Cathedral of Learning,Q797017,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Cathedral_of_Learning_stitch_1.jpg/450px-Cathedral_of_Learning_stitch_1.jpg
The O2,Q1121950,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/O2_Arena_%289499773307%29.jpg/450px-O2_Arena_%289499773307%29.jpg
Great Mosque of Samarra,Q593115,https://upload.wikimedia.org/wikipedia/commons/2/2b/Samara_spiralovity_minaret_rijen1973.jpg
Unisphere,Q717956,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Unisphere-2_%2827835155267%29.jpg/450px-Unisphere-2_%2827835155267%29.jpg
Peterhof Palace,Q1258473,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Peterhof_Palace%2C_Saint_Petersburg%2C_Russia_%2844408938295%29.jpg/450px-Peterhof_Palace%2C_Saint_Petersburg%2C_Russia_%2844408938295%29.jpg
United States Supreme Court Building,Q1579670,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Panorama_of_United_States_Supreme_Court_Building_at_Dusk.jpg/450px-Panorama_of_United_States_Supreme_Court_Building_at_Dusk.jpg
Burghley House,Q1015079,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Front_of_Burghley_House_2009.jpg/450px-Front_of_Burghley_House_2009.jpg
Sydney Tower,Q827268,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Sydney_Tower_%286%29_-_cropped.jpg/450px-Sydney_Tower_%286%29_-_cropped.jpg
Tower of Hercules,Q245151,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/A_coruna_torre_de_hercules_sunset_edit.jpg/450px-A_coruna_torre_de_hercules_sunset_edit.jpg
Scrovegni Chapel,Q963954,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Padova_Cappella_degli_Scrovegni_Innen_Langhaus_West_5.jpg/450px-Padova_Cappella_degli_Scrovegni_Innen_Langhaus_West_5.jpg
Coit Tower,Q1107297,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Coit_Tower_2021.jpg/450px-Coit_Tower_2021.jpg
Castillo de San Marcos,Q101094405,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Castillo_de_San_Marcos.jpg/450px-Castillo_de_San_Marcos.jpg
One57,Q2023928,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/One57_from_Columbus_Circle%2C_May_2014.png/450px-One57_from_Columbus_Circle%2C_May_2014.png
Sassi di Matera,Q2350404,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Matera_boenisch_nov_2005.jpg/450px-Matera_boenisch_nov_2005.jpg
Faneuil Hall,Q49137,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Faneuil_Hall_%285813514354%29.jpg/450px-Faneuil_Hall_%285813514354%29.jpg
1 Wall Street Court,Q284013,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/1_Wall_St_Court_jeh.jpg/450px-1_Wall_St_Court_jeh.jpg
"Arlington House, The Robert E. Lee Memorial",Q675702,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Arlington_House_National_Park_Service.jpg/450px-Arlington_House_National_Park_Service.jpg
Union Station (Los Angeles),Q198019,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Los_Angeles_Union_Station_22.jpg/450px-Los_Angeles_Union_Station_22.jpg
Chicago Union Station,Q1155989,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Chicago_Union_Station.jpg/450px-Chicago_Union_Station.jpg
"La Madeleine, Paris",Q330564,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Madeleine_Paris.jpg/450px-Madeleine_Paris.jpg
Fontainebleau Miami Beach,Q1435790,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Miami_Beach_FL_Fontainebleau01.jpg/450px-Miami_Beach_FL_Fontainebleau01.jpg
St Mark's Campanile,Q754194,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Campanile_of_St._Mark%27s_Basilica_-_remote_view.jpg/450px-Campanile_of_St._Mark%27s_Basilica_-_remote_view.jpg
Texas State Capitol,Q2078042,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/TexasStateCapitol-2010-01.JPG/450px-TexasStateCapitol-2010-01.JPG
Second Bank of the United States,Q2263849,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Second_Bank_of_the_United_States%2C_Philadelphia.jpg/450px-Second_Bank_of_the_United_States%2C_Philadelphia.jpg
Vizcaya Museum and Gardens,Q2095464,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Villa_Vizcaya_20110228.jpg/450px-Villa_Vizcaya_20110228.jpg
Phuket Big Buddha,Q1548655,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Phuket_Thailand_Big-Buddha-of-Phuket-05.jpg/450px-Phuket_Thailand_Big-Buddha-of-Phuket-05.jpg
"Baháʼí House of Worship (Wilmette, Illinois)",Q4843063,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Baha%27i_Temple_-_Wilmette%2C_IL.jpg/450px-Baha%27i_Temple_-_Wilmette%2C_IL.jpg
Washington Square Arch,Q2550491,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Washington_Square_by_Matthew_Bisanz.JPG/450px-Washington_Square_by_Matthew_Bisanz.JPG
"Two Towers, Bologna",Q16902146,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/2tours_bologne_082005.jpg/450px-2tours_bologne_082005.jpg
Boston City Hall,Q250773,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Boston_City_Hall_exterior_02.jpg/450px-Boston_City_Hall_exterior_02.jpg
New York Public Library Main Branch,Q7013887,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/New_York_Public_Library_-_Main_Branch_%2851396225599%29.jpg/450px-New_York_Public_Library_-_Main_Branch_%2851396225599%29.jpg
Bell Labs Holmdel Complex,Q4883199,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Bell_Labs_Holmdel.jpg/450px-Bell_Labs_Holmdel.jpg
Column of Marcus Aurelius,Q265384,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/La_Colonna_di_Marco_Aurelio_%285966172297%29.jpg/450px-La_Colonna_di_Marco_Aurelio_%285966172297%29.jpg
Radcliffe Camera,Q1602700,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Radcliffe_Camera%2C_Oxford_-_Oct_2006.jpg/450px-Radcliffe_Camera%2C_Oxford_-_Oct_2006.jpg
56 Leonard Street,Q244358,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/56_Leonard_Street_%2824249%29.jpg/450px-56_Leonard_Street_%2824249%29.jpg
Jin Mao Tower,Q80813,https://upload.wikimedia.org/wikipedia/commons/4/4e/Jin_Mao_Tower_2007.jpg
Tower 42,Q1331574,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Tower_42_looking_north_from_Bishopsgate_2011-05-04.jpg/450px-Tower_42_looking_north_from_Bishopsgate_2011-05-04.jpg
Kuwait Towers,Q1335640,https://upload.wikimedia.org/wikipedia/en/thumb/8/8c/Kuwait_Towers_RB.jpg/450px-Kuwait_Towers_RB.jpg
Eureka Tower,Q270407,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Eureka_Tower%2C_Melbourne_-_Nov_2008.jpg/450px-Eureka_Tower%2C_Melbourne_-_Nov_2008.jpg
Glasgow Necropolis,Q1529512,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Wfm_glasgow_necropolis.jpg/450px-Wfm_glasgow_necropolis.jpg
Trump World Tower,Q844324,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Trump_World_Tower_from_Long_Island.jpg/450px-Trump_World_Tower_from_Long_Island.jpg
Damascus Gate,Q947597,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Jerusalem_Damaskustor_BW_1.jpg/450px-Jerusalem_Damaskustor_BW_1.jpg
Wall of Love,Q10860702,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Place_des_Abbesse_%28the_plaque_with_the_je_t%27aime%3Dte_iubesc_in_311_laguages%29.jpg/450px-Place_des_Abbesse_%28the_plaque_with_the_je_t%27aime%3Dte_iubesc_in_311_laguages%29.jpg
