PageName,WikidataID,ImageURL
Zendaya,Q189489,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Zendaya_-_2019_by_Glenn_Francis.jpg/450px-Zendaya_-_2019_by_Glenn_Francis.jpg
Ke Huy Quan,Q445017,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Ke_Huy_Quan_at_the_White_House_%2852902390767%29_%28cropped%29.jpg/450px-Ke_Huy_Quan_at_the_White_House_%2852902390767%29_%28cropped%29.jpg
Robert De Niro,Q36949,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Robert_De_Niro_Cannes_2016_2.jpg/450px-Robert_De_Niro_Cannes_2016_2.jpg
Harry Kane,Q969725,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Harry_Kane_in_Russia_2.jpg/450px-Harry_Kane_in_Russia_2.jpg
Mahatma Gandhi,Q1001,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Mahatma-Gandhi%2C_studio%2C_1931.jpg/450px-Mahatma-Gandhi%2C_studio%2C_1931.jpg
Jennifer Lopez,Q40715,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/210120-D-WD757-1975_%2850860511978%29_%28cropped%29.jpg/450px-210120-D-WD757-1975_%2850860511978%29_%28cropped%29.jpg
Millie Bobby Brown,Q25936414,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Millie_Bobby_Brown_-_MBB_-_Portrait_1_-_SFM5_-_July_10%2C_2022_at_Stranger_Fan_Meet_5_People_Convention_%28cropped%29.jpg/450px-Millie_Bobby_Brown_-_MBB_-_Portrait_1_-_SFM5_-_July_10%2C_2022_at_Stranger_Fan_Meet_5_People_Convention_%28cropped%29.jpg
Madonna,Q1744,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Madonna_Rebel_Heart_Tour_2015_-_Stockholm_%2823051472299%29_%28cropped%29.jpg/450px-Madonna_Rebel_Heart_Tour_2015_-_Stockholm_%2823051472299%29_%28cropped%29.jpg
Edgar Allan Poe,Q16867,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Edgar_Allan_Poe%2C_circa_1849%2C_restored%2C_squared_off.jpg/450px-Edgar_Allan_Poe%2C_circa_1849%2C_restored%2C_squared_off.jpg
Nicolas Cage,Q42869,https://upload.wikimedia.org/wikipedia/commons/c/c0/Nicolas_Cage_Deauville_2013.jpg
Greta Gerwig,Q271967,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Greta_Gerwig_at_Barbie_Movie_Reception_%28headshot%29.jpg/450px-Greta_Gerwig_at_Barbie_Movie_Reception_%28headshot%29.jpg
Blake Lively,Q162959,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Blake_Lively_Cannes_2016_3.jpg/450px-Blake_Lively_Cannes_2016_3.jpg
George VI,Q280856,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/King_George_VI_LOC_matpc.14736_%28cleaned%29.jpg/450px-King_George_VI_LOC_matpc.14736_%28cleaned%29.jpg
Nikola Jokić,Q17281073,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Nikola_Jokic_free_throw_%28cropped%29.jpg/450px-Nikola_Jokic_free_throw_%28cropped%29.jpg
Jude Bellingham,Q66241169,https://upload.wikimedia.org/wikipedia/commons/5/56/Jude_Bellingham_2020_%28cropped2%29.jpg
Tom Hanks,Q2263,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Tom_Hanks_TIFF_2019.jpg/450px-Tom_Hanks_TIFF_2019.jpg
Johnny Depp,Q37175,https://upload.wikimedia.org/wikipedia/commons/2/21/Johnny_Depp_2020.jpg
George Michael,Q130311,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/George_Michael.jpeg/450px-George_Michael.jpeg
Emily Blunt,Q193517,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Emily_Blunt_SAG_Awards_2019.png/450px-Emily_Blunt_SAG_Awards_2019.png
Zoe Saldaña,Q190162,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Avatar_The_Way_of_Water_Tokyo_Press_Conference_Zoe_Salda%C3%B1a_%2852563431865%29_%28cropped2%29.jpg/450px-Avatar_The_Way_of_Water_Tokyo_Press_Conference_Zoe_Salda%C3%B1a_%2852563431865%29_%28cropped2%29.jpg
Kobe Bryant,Q25369,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Kobe_Bryant_2014.jpg/450px-Kobe_Bryant_2014.jpg
Beyoncé,Q36153,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Beyonc%C3%A9_-_Tottenham_Hotspur_Stadium_-_1st_June_2023_%2871_of_118%29_%2852945301662%29_%28face_cropped%29.jpg/450px-Beyonc%C3%A9_-_Tottenham_Hotspur_Stadium_-_1st_June_2023_%2871_of_118%29_%2852945301662%29_%28face_cropped%29.jpg
Hannah Waddingham,Q5648978,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Hannah_Waddingham_on_March_20%2C_2023_in_the_Oval_Office_of_the_White_House_-_P20230320AS-2571_%28cropped%29.jpg/450px-Hannah_Waddingham_on_March_20%2C_2023_in_the_Oval_Office_of_the_White_House_-_P20230320AS-2571_%28cropped%29.jpg
Mohamed Al-Fayed,Q365913,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Mohamed_Al-Fayed.jpg/450px-Mohamed_Al-Fayed.jpg
Chris Hemsworth,Q54314,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Chris_Hemsworth_by_Gage_Skidmore_2_%28cropped%29.jpg/450px-Chris_Hemsworth_by_Gage_Skidmore_2_%28cropped%29.jpg
Adam Sandler,Q132952,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Adam_Sandler_Cannes_2017.jpg/450px-Adam_Sandler_Cannes_2017.jpg
Robin Williams,Q83338,https://upload.wikimedia.org/wikipedia/commons/5/59/Robin_Williams_Happy_Feet_premiere.jpg
